Incident Number,CalendarYear,Month,IncDate,Call_Type,Problem,ResponseArea,Jurisdiction,PriorityDescription,Council_District,Location
23109674,2023,Aug,08/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,04-2604,AFD,3F,-,"(-97.625680,30.283308)"
23109690,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0101,AFD,3F,3,"(-97.732109,30.266026)"
23109693,2023,Aug,08/09/2023 12:00:00 AM,Fire,BRUSH - Brush Fire,04-2604,AFD,1F,-,"(-97.626356,30.283943)"
23109702,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3102,AFD,3F,10,"(-97.784664,30.377547)"
23109703,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0505,AFD,3F,1,"(-97.653211,30.282800)"
23109767,2023,Aug,08/09/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3809,AFD,1F,6,"(-97.768050,30.455452)"
23109789,2023,Aug,08/09/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2306,AFD,3F,4,"(-97.689386,30.358895)"
23109790,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1602,AFD,3F,4,"(-97.703561,30.334664)"
23109806,2023,Aug,08/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.710435,30.260748)"
23109818,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2401,AFD,3F,2,"(-97.748881,30.188489)"
23109838,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0807,AFD,3F,7,"(-97.733028,30.392135)"
23109848,2023,Aug,08/09/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1503,AFD,3F,3,"(-97.701611,30.255996)"
23109854,2023,Aug,08/09/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1503,AFD,3F,3,"(-97.697574,30.253353)"
23109863,2023,Aug,08/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1101,AFD,3F,5,"(-97.767748,30.262097)"
23109877,2023,Aug,08/09/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2702,AFD,3F,8,"(-97.840023,30.231968)"
23109879,2023,Aug,08/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,1,"(-97.686528,30.332188)"
23109883,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2803,AFD,3F,7,"(-97.686844,30.411341)"
23109889,2023,Aug,08/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1102,AFD,3F,5,"(-97.783730,30.241340)"
23109905,2023,Aug,08/09/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4005,AFD,1F,7,"(-97.668664,30.433800)"
23109906,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,-,"(-97.768531,30.170358)"
23109917,2023,Aug,08/09/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.767885,30.189116)"
23109951,2023,Aug,08/10/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,-,"(-97.736888,30.232315)"
23109991,2023,Aug,08/10/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0401,AFD,3F,9,"(-97.751339,30.268264)"
23109998,2023,Aug,08/10/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-4902,AFD,2F,2,"(-97.782241,30.166909)"
23110012,2023,Aug,08/10/2023 12:00:00 AM,Fire,BRUSH - Brush Fire,00-2304,AFD,1F,4,"(-97.680711,30.341718)"
23110014,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,-,"(-97.735812,30.234045)"
23110098,2023,Aug,08/10/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1602,AFD,3F,4,"(-97.706708,30.343780)"
23110116,2023,Aug,08/10/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1407,AFD,3F,4,"(-97.712024,30.313016)"
23110175,2023,Aug,08/10/2023 12:00:00 AM,Fire,BRUSH - Brush Fire,00-3504,AFD,1F,2,"(-97.696232,30.193838)"
23110220,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1709,AFD,3F,3,"(-97.767724,30.214700)"
23110235,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,SV-5109,AFD,3F,-,"(-97.818332,30.233583)"
23110281,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1401,AFD,3F,9,"(-97.709177,30.306746)"
23110342,2023,Aug,08/10/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-1206,AFD,1F,10,"(-97.746065,30.313408)"
23110353,2023,Aug,08/10/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-1802,AFD,1F,4,"(-97.691870,30.309571)"
23110361,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2608,AFD,3F,1,"(-97.657627,30.319028)"
23110394,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2801,AFD,3F,7,"(-97.686054,30.411153)"
23110400,2023,Aug,08/10/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3502,AFD,3F,3,"(-97.742639,30.220384)"
23110422,2023,Aug,08/10/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3005,AFD,3F,4,"(-97.692606,30.366822)"
23110462,2023,Aug,08/10/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-5101,AFD,2F,8,"(-97.839750,30.237056)"
23110476,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1503,AFD,3F,3,"(-97.701006,30.259884)"
23110484,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3400,AFD,3F,6,"(-97.790162,30.458383)"
23110556,2023,Aug,08/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0702,AFD,3F,3,"(-97.710373,30.258221)"
23110562,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4001,AFD,3F,7,"(-97.661686,30.421494)"
23110595,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1709,AFD,3F,3,"(-97.765724,30.203962)"
23110622,2023,Aug,08/11/2023 12:00:00 AM,Fire,PKG - Auto In Parking Garage,00-0201,AFD,2F,9,"(-97.746975,30.286477)"
23110633,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2805,AFD,3F,7,"(-97.727826,30.393908)"
23110635,2023,Aug,08/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4507,AFD,3F,6,"(-97.754589,30.493849)"
23110658,2023,Aug,08/11/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-4303,AFD,2F,8,"(-97.911899,30.185634)"
23110691,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4303,AFD,3F,8,"(-97.903087,30.180935)"
23110696,2023,Aug,08/11/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3303,AFD,2F,10,"(-97.767348,30.402116)"
23110730,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0804,AFD,3F,7,"(-97.722798,30.352951)"
23110750,2023,Aug,08/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4507,AFD,3F,6,"(-97.753544,30.491201)"
23110770,2023,Aug,08/11/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2204,AFD,2F,3,"(-97.701493,30.228001)"
23110791,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4303,AFD,3F,8,"(-97.904365,30.182950)"
23110799,2023,Aug,08/11/2023 12:00:00 AM,Fire,BRUSH - Brush Fire,00-4503,AFD,1F,6,"(-97.777012,30.486303)"
23110829,2023,Aug,08/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0201,AFD,3F,9,"(-97.742465,30.286703)"
23110870,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1710,AFD,3F,3,"(-97.764442,30.200442)"
23110900,2023,Aug,08/11/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-4303,AFD,2F,8,"(-97.900112,30.181054)"
23110938,2023,Aug,08/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2607,AFD,3F,1,"(-97.666534,30.309373)"
23110968,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3401,AFD,3F,6,"(-97.791258,30.454814)"
23110980,2023,Aug,08/11/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2607,AFD,4F,1,"(-97.661383,30.302725)"
23110997,2023,Aug,08/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.747640,30.184250)"
23111018,2023,Aug,08/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4202,AFD,3F,2,"(-97.633090,30.204720)"
23111020,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4303,AFD,3F,8,"(-97.905410,30.182687)"
23111035,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3203,AFD,3F,8,"(-97.781568,30.265111)"
23111042,2023,Aug,08/11/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0805,AFD,3F,7,"(-97.731969,30.365827)"
23111052,2023,Aug,08/11/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-3808,AFD,2F,6,"(-97.785402,30.450398)"
23111062,2023,Aug,08/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2305,AFD,3F,4,"(-97.701985,30.341120)"
23111072,2023,Aug,08/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3401,AFD,3F,6,"(-97.792801,30.459879)"
23111073,2023,Aug,08/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.762827,30.198341)"
23111098,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-0601,AFD,1F,9,"(-97.752520,30.240123)"
23111112,2023,Aug,08/12/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0303,AFD,3F,9,"(-97.739561,30.299813)"
23111113,2023,Aug,08/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3203,AFD,2F,8,"(-97.788790,30.260463)"
23111143,2023,Aug,08/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2608,AFD,2F,1,"(-97.663287,30.316734)"
23111144,2023,Aug,08/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-0505,AFD,2F,1,"(-97.667176,30.278752)"
23111156,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2901,AFD,3F,8,"(-97.849874,30.213571)"
23111184,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.731124,30.191241)"
23111190,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4503,AFD,3F,6,"(-97.781776,30.484646)"
23111233,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,9,"(-97.737741,30.232667)"
23111258,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1706,AFD,3F,3,"(-97.772439,30.228086)"
23111262,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,04-4802,AFD,3F,-,"(-97.631908,30.221876)"
23111282,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0807,AFD,3F,7,"(-97.745955,30.394332)"
23111293,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1709,AFD,3F,3,"(-97.770622,30.212260)"
23111321,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1803,AFD,3F,4,"(-97.706990,30.316939)"
23111346,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0102,AFD,3F,9,"(-97.751174,30.265280)"
23111358,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.790046,30.235675)"
23111364,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0701,AFD,3F,3,"(-97.725685,30.259762)"
23111408,2023,Aug,08/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-4103,AFD,2F,1,"(-97.602608,30.336852)"
23111413,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4303,AFD,3F,8,"(-97.905814,30.182692)"
23111426,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0301,AFD,1F,9,"(-97.741579,30.291765)"
23111455,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3401,AFD,3F,6,"(-97.788550,30.462748)"
23111457,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3402,AFD,3F,6,"(-97.807052,30.455786)"
23111466,2023,Aug,08/12/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2204,AFD,4F,3,"(-97.714629,30.235147)"
23111472,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2204,AFD,3F,3,"(-97.701623,30.227792)"
23111482,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1804,AFD,3F,4,"(-97.692055,30.333463)"
23111483,2023,Aug,08/12/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4001,AFD,3F,7,"(-97.634546,30.413171)"
23111490,2023,Aug,08/12/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2202,AFD,4F,3,"(-97.732581,30.232416)"
23111495,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2205,AFD,1F,3,"(-97.700727,30.229257)"
23111506,2023,Aug,08/12/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3701,AFD,3F,8,"(-97.872084,30.253009)"
23111508,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0602,AFD,3F,9,"(-97.744442,30.235072)"
23111514,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-3003,AFD,1F,7,"(-97.676843,30.392955)"
23111518,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2704,AFD,3F,8,"(-97.822415,30.233887)"
23111544,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4503,AFD,3F,6,"(-97.770881,30.480951)"
23111547,2023,Aug,08/12/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-3401,AFD,2F,6,"(-97.786917,30.465905)"
23111556,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-2806,AFD,1F,7,"(-97.721202,30.411270)"
23111561,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1403,AFD,1F,9,"(-97.720147,30.292350)"
23111569,2023,Aug,08/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,04-2604,AFD,3F,-,"(-97.627375,30.284417)"
23111577,2023,Aug,08/12/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2501,AFD,1F,6,"(-97.736659,30.415404)"
23111615,2023,Aug,08/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1802,AFD,2F,1,"(-97.687755,30.311423)"
23111621,2023,Aug,08/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1003,AFD,3F,10,"(-97.769228,30.279282)"
23111662,2023,Aug,08/13/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-0501,AFD,2F,1,"(-97.671267,30.271711)"
23111703,2023,Aug,08/13/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-3001,AFD,2F,4,"(-97.703720,30.368711)"
23111707,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,3,"(-97.715474,30.245283)"
23111710,2023,Aug,08/13/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2202,AFD,3F,3,"(-97.715899,30.244618)"
23111714,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,3,"(-97.718014,30.241235)"
23111715,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2301,AFD,3F,1,"(-97.676430,30.377114)"
23111716,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,3,"(-97.713772,30.248387)"
23111719,2023,Aug,08/13/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-2705,AFD,1F,8,"(-97.864981,30.222722)"
23111724,2023,Aug,08/13/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1707,AFD,2F,3,"(-97.752318,30.216819)"
23111726,2023,Aug,08/13/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1708,AFD,2F,3,"(-97.764155,30.222506)"
23111757,2023,Aug,08/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1206,AFD,3F,10,"(-97.747506,30.307089)"
23111758,2023,Aug,08/13/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-2204,AFD,1F,3,"(-97.712231,30.232247)"
23111787,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1804,AFD,3F,4,"(-97.692055,30.333463)"
23111891,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,3,"(-97.713647,30.249222)"
23111898,2023,Aug,08/13/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2601,AFD,4F,1,"(-97.608715,30.282846)"
23111906,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0604,AFD,3F,9,"(-97.748072,30.256862)"
23111917,2023,Aug,08/13/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-1504,AFD,1F,3,"(-97.709189,30.264579)"
23111936,2023,Aug,08/13/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1702,AFD,3F,3,"(-97.777859,30.218755)"
23111947,2023,Aug,08/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,-,"(-97.733869,30.266577)"
23111957,2023,Aug,08/13/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4001,AFD,3F,7,"(-97.652205,30.394502)"
23111964,2023,Aug,08/13/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-4703,AFD,4F,10,"(-97.841013,30.327038)"
23111965,2023,Aug,08/13/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3901,AFD,2F,6,"(-97.851007,30.406330)"
23111988,2023,Aug,08/13/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-1804,AFD,4F,4,"(-97.692055,30.333463)"
23112007,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3901,AFD,3F,6,"(-97.846015,30.399083)"
23112045,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4003,AFD,3F,1,"(-97.654343,30.372971)"
23112070,2023,Aug,08/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,9,"(-97.764351,30.248983)"
23112097,2023,Aug,08/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.876015,30.249159)"
23112103,2023,Aug,08/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1801,AFD,3F,1,"(-97.679369,30.321916)"
23112120,2023,Aug,08/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3502,AFD,3F,3,"(-97.742580,30.220433)"
23112139,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2402,AFD,3F,2,"(-97.761436,30.200976)"
23112140,2023,Aug,08/13/2023 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-2402,AFD,2F,2,"(-97.761307,30.201136)"
23112158,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1710,AFD,3F,3,"(-97.773053,30.204158)"
23112161,2023,Aug,08/13/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2402,AFD,3F,2,"(-97.740437,30.193934)"
23112168,2023,Aug,08/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3005,AFD,3F,4,"(-97.684524,30.371584)"
23112179,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2005,AFD,3F,3,"(-97.781532,30.208408)"
23112180,2023,Aug,08/14/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2302,AFD,3F,1,"(-97.677431,30.345805)"
23112188,2023,Aug,08/14/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3203,AFD,1F,8,"(-97.790848,30.258522)"
23112198,2023,Aug,08/14/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0901,AFD,3F,9,"(-97.721212,30.302184)"
23112208,2023,Aug,08/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2801,AFD,2F,7,"(-97.698014,30.439726)"
23112211,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2303,AFD,3F,1,"(-97.677907,30.329071)"
23112223,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.742000,30.187936)"
23112261,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2806,AFD,3F,7,"(-97.722022,30.411625)"
23112264,2023,Aug,08/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3606,AFD,3F,2,"(-97.791075,30.196900)"
23112281,2023,Aug,08/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1206,AFD,2F,10,"(-97.754893,30.321212)"
23112284,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4201,AFD,3F,2,"(-97.640563,30.205097)"
23112297,2023,Aug,08/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3001,AFD,3F,4,"(-97.710975,30.386696)"
23112350,2023,Aug,08/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3504,AFD,2F,2,"(-97.695250,30.206904)"
23112376,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.816438,30.169653)"
23112390,2023,Aug,08/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-5105,AFD,2F,8,"(-97.806646,30.247847)"
23112396,2023,Aug,08/14/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4505,AFD,1F,6,"(-97.766707,30.491731)"
23112397,2023,Aug,08/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-5106,AFD,2F,5,"(-97.792745,30.230517)"
23112407,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,1,"(-97.689035,30.320225)"
23112438,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4303,AFD,3F,8,"(-97.905791,30.182727)"
23112475,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1708,AFD,3F,3,"(-97.762383,30.219571)"
23112506,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0701,AFD,3F,3,"(-97.724089,30.258254)"
23112532,2023,Aug,08/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4505,AFD,3F,6,"(-97.760170,30.492772)"
23112540,2023,Aug,08/14/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-1202,AFD,1F,7,"(-97.743126,30.325231)"
23112552,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2304,AFD,3F,4,"(-97.692509,30.338413)"
23112560,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.713387,30.251507)"
23112579,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0701,AFD,3F,3,"(-97.728411,30.250259)"
23112581,2023,Aug,08/14/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-2001,AFD,1F,5,"(-97.804588,30.209973)"
23112613,2023,Aug,08/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,SV-5108,AFD,3F,-,"(-97.818938,30.228287)"
23112623,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3102,AFD,3F,10,"(-97.789731,30.368514)"
23112628,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3001,AFD,3F,4,"(-97.703720,30.368711)"
23112646,2023,Aug,08/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2402,AFD,3F,2,"(-97.753815,30.210217)"
23112674,2023,Aug,08/14/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2201,AFD,4F,3,"(-97.721450,30.229374)"
23112676,2023,Aug,08/14/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-0702,AFD,1F,3,"(-97.710787,30.252309)"
23112700,2023,Aug,08/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1001,AFD,3F,10,"(-97.769685,30.289504)"
23112702,2023,Aug,08/14/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-1504,AFD,4F,1,"(-97.699756,30.276195)"
23112709,2023,Aug,08/14/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1702,AFD,3F,2,"(-97.779252,30.211286)"
23112763,2023,Aug,08/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.695550,30.238568)"
23112807,2023,Aug,08/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0601,AFD,3F,9,"(-97.737219,30.248042)"
23112813,2023,Aug,08/15/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-1401,AFD,1F,9,"(-97.701351,30.295805)"
23112832,2023,Aug,08/15/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4902,AFD,3F,5,"(-97.789322,30.160129)"
23112833,2023,Aug,08/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2806,AFD,3F,7,"(-97.713254,30.408349)"
23112839,2023,Aug,08/15/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2805,AFD,3F,7,"(-97.714280,30.407375)"
23112888,2023,Aug,08/15/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4501,AFD,3F,6,"(-97.767529,30.492686)"
23112900,2023,Aug,08/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.739661,30.289311)"
23112908,2023,Aug,08/15/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1803,AFD,2F,4,"(-97.707288,30.316179)"
23112913,2023,Aug,08/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1503,AFD,3F,3,"(-97.697421,30.251327)"
