Incident Number,CalendarYear,Month,IncDate,Call_Type,Problem,ResponseArea,Jurisdiction,PriorityDescription,Council_District,Location
22000002,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.769871,30.178386)"
22000011,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3004,AFD,3F,1,"(-97.671294,30.394254)"
22000019,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,9,"(-97.756675,30.241250)"
22000028,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3404,AFD,3F,6,"(-97.794793,30.480280)"
22000029,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-5101,AFD,3F,8,"(-97.838458,30.233931)"
22000037,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,AFD,1F,4,"(-97.692635,30.364969)"
22000038,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0805,AFD,3F,7,"(-97.734222,30.364264)"
22000043,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2205,AFD,3F,3,"(-97.693728,30.234032)"
22000045,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.735784,30.266092)"
22000046,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2401,AFD,3F,2,"(-97.743058,30.192664)"
22000048,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2401,AFD,3F,2,"(-97.731155,30.191283)"
22000049,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2305,AFD,3F,4,"(-97.696442,30.349147)"
22000052,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0502,AFD,3F,-,"(-97.692255,30.270703)"
22000054,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.706986,30.228537)"
22000058,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0803,AFD,3F,4,"(-97.711809,30.363006)"
22000064,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0301,AFD,3F,9,"(-97.747674,30.289443)"
22000066,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1504,AFD,3F,1,"(-97.706445,30.269932)"
22000067,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.717471,30.231659)"
22000075,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.758373,30.178084)"
22000079,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1804,AFD,3F,4,"(-97.694680,30.326797)"
22000081,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.714684,30.235180)"
22000082,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2601,AFD,3F,1,"(-97.626021,30.294255)"
22000085,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1407,AFD,1F,4,"(-97.714795,30.316076)"
22000086,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0802,AFD,3F,4,"(-97.699648,30.358309)"
22000087,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3404,AFD,3F,6,"(-97.785281,30.475378)"
22000093,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2601,AFD,3F,1,"(-97.626021,30.294255)"
22000104,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1802,AFD,3F,1,"(-97.669611,30.307529)"
22000113,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-4503,AFD,3F,6,"(-97.767419,30.481542)"
22000122,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4104,AFD,1F,1,"(-97.612957,30.372331)"
22000128,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-0806,AFD,2F,7,"(-97.724638,30.380935)"
22000135,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.767193,30.183923)"
22000157,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2005,AFD,3F,2,"(-97.782886,30.205695)"
22000171,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3504,AFD,3F,2,"(-97.697556,30.199999)"
22000214,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-2609,AFD,3F,-,"(-97.607385,30.264050)"
22000238,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3402,AFD,3F,6,"(-97.805752,30.457648)"
22000252,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1709,AFD,1F,3,"(-97.765376,30.213776)"
22000287,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2303,AFD,3F,1,"(-97.677578,30.328919)"
22000295,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-4801,AFD,3F,-,"(-97.586001,30.248653)"
22000317,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2706,AFD,2F,8,"(-97.874047,30.231757)"
22000361,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2304,AFD,3F,4,"(-97.692307,30.337526)"
22000363,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0804,AFD,3F,7,"(-97.722948,30.366238)"
22000373,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1803,AFD,3F,4,"(-97.702144,30.315269)"
22000385,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2404,AFD,3F,2,"(-97.742367,30.166309)"
22000410,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1903,AFD,3F,10,"(-97.766975,30.341843)"
22000413,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2705,AFD,3F,8,"(-97.870620,30.223075)"
22000417,2022,Jan,01/01/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2201,AFD,4F,3,"(-97.707755,30.222162)"
22000419,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2305,AFD,3F,4,"(-97.701621,30.350047)"
22000440,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,AFD,1F,4,"(-97.691949,30.359055)"
22000454,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.709495,30.260127)"
22000499,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.709495,30.260127)"
22000534,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1708,AFD,2F,3,"(-97.764171,30.222480)"
22000554,2022,Jan,01/01/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3503,AFD,3F,3,"(-97.724356,30.225596)"
22000575,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3604,AFD,2F,5,"(-97.788224,30.164157)"
22000581,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4001,AFD,1F,7,"(-97.670770,30.406651)"
22000582,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4001,AFD,3F,7,"(-97.673525,30.409127)"
22000598,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1104,AFD,3F,5,"(-97.762399,30.265244)"
22000603,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1406,AFD,3F,9,"(-97.712880,30.308994)"
22000620,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3801,AFD,3F,6,"(-97.787813,30.443227)"
22000647,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0701,AFD,3F,1,"(-97.719038,30.269258)"
22000651,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3802,AFD,3F,6,"(-97.820942,30.452116)"
22000653,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,AFD,1F,4,"(-97.696442,30.349147)"
22000667,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788224,30.164157)"
22000699,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,AFD,1F,10,"(-97.798841,30.384608)"
22000712,2022,Jan,01/02/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-3102,AFD,2F,10,"(-97.798591,30.383782)"
22000717,2022,Jan,01/02/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0807,AFD,3F,7,"(-97.732709,30.393224)"
22000720,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,1,"(-97.689057,30.321010)"
22000729,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4301,AFD,3F,8,"(-97.881673,30.192294)"
22000732,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3404,AFD,3F,6,"(-97.785319,30.475420)"
22000748,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,04-4801,AFD,3F,-,"(-97.586001,30.248653)"
22000749,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.762314,30.222079)"
22000754,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0601,AFD,3F,9,"(-97.743518,30.243165)"
22000758,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4001,AFD,3F,7,"(-97.642155,30.406236)"
22000799,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0201,AFD,1F,9,"(-97.751851,30.285251)"
22000806,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.791512,30.231994)"
22000815,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2205,AFD,3F,3,"(-97.694617,30.237005)"
22000826,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3703,AFD,3F,8,"(-97.901222,30.254069)"
22000837,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0802,AFD,3F,4,"(-97.699868,30.364484)"
22000844,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.651433,30.389071)"
22000870,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0020,AFD,3F,10,"(-97.864938,30.351962)"
22000892,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.642155,30.406236)"
22000924,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.713664,30.249113)"
22000930,2022,Jan,01/02/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3404,AFD,2F,6,"(-97.800681,30.476547)"
22000934,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1801,AFD,3F,1,"(-97.688847,30.320868)"
22000966,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0601,AFD,3F,9,"(-97.747785,30.241518)"
22000969,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3403,AFD,1F,6,"(-97.809452,30.467244)"
22000977,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4006,AFD,3F,7,"(-97.670821,30.428456)"
22001005,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2807,AFD,3F,6,"(-97.731937,30.437323)"
22001028,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1001,AFD,1F,10,"(-97.762989,30.291350)"
22001058,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.745363,30.400289)"
22001065,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788224,30.164157)"
22001079,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.743702,30.176123)"
22001084,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1101,AFD,1F,5,"(-97.773710,30.248166)"
22001087,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,9,"(-97.757724,30.241784)"
22001094,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4703,AFD,3F,10,"(-97.840475,30.335480)"
22001116,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4901,AFD,3F,5,"(-97.792996,30.148932)"
22001125,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.792893,30.231723)"
22001153,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3607,AFD,3F,2,"(-97.771743,30.190894)"
22001159,2022,Jan,01/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4904,AFD,3F,5,"(-97.796756,30.137873)"
22001193,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2902,AFD,3F,5,"(-97.832352,30.192092)"
22001205,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-5106,AFD,1F,5,"(-97.795518,30.230068)"
22001212,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4902,AFD,3F,5,"(-97.788953,30.160444)"
22001213,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3904,AFD,1F,6,"(-97.862570,30.366938)"
22001282,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2503,AFD,1F,10,"(-97.748314,30.394168)"
22001296,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3102,AFD,3F,10,"(-97.798841,30.384608)"
22001317,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3611,AFD,3F,2,"(-97.767899,30.189208)"
22001331,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.746447,30.179295)"
22001411,2022,Jan,01/03/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3501,AFD,2F,2,"(-97.720156,30.211361)"
22001436,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2101,AFD,1F,10,"(-97.755579,30.356287)"
22001467,2022,Jan,01/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2801,AFD,3F,7,"(-97.672617,30.423037)"
22001491,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0401,AFD,3F,9,"(-97.749911,30.276411)"
22001531,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2102,AFD,1F,10,"(-97.764292,30.366280)"
22001535,2022,Jan,01/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0901,AFD,3F,9,"(-97.733383,30.304541)"
22001549,2022,Jan,01/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1504,AFD,3F,3,"(-97.711554,30.264193)"
22001557,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.753913,30.217865)"
22001560,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4801,AFD,1F,-,"(-97.572826,30.238514)"
22001570,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.663633,30.409145)"
22001574,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,1,"(-97.713123,30.267220)"
22001576,2022,Jan,01/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2005,AFD,3F,2,"(-97.800239,30.200979)"
22001611,2022,Jan,01/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1606,AFD,3F,7,"(-97.740252,30.344652)"
22001624,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.882156,30.242064)"
22001652,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0805,AFD,1F,7,"(-97.737398,30.371433)"
22001686,2022,Jan,01/04/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0603,AFD,3F,-,"(-97.759622,30.242111)"
22001705,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.754110,30.216649)"
22001708,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.688642,30.358292)"
22001734,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5103,AFD,3F,8,"(-97.821844,30.235057)"
22001863,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.725293,30.287470)"
22001877,2022,Jan,01/04/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4108,AFD,3F,1,"(-97.577633,30.329138)"
22001898,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3303,AFD,3F,10,"(-97.753309,30.401191)"
22001910,2022,Jan,01/04/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2104,AFD,3F,10,"(-97.749891,30.373080)"
22002021,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.751632,30.215077)"
22002044,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,4,"(-97.687501,30.357900)"
22002049,2022,Jan,01/04/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3001,AFD,3F,4,"(-97.698294,30.365937)"
22002063,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.687328,30.237277)"
22002067,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1903,AFD,3F,10,"(-97.758905,30.338471)"
22002070,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3502,AFD,3F,3,"(-97.733567,30.219249)"
22002079,2022,Jan,01/04/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3605,AFD,3F,2,"(-97.798897,30.174332)"
22002091,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2002,AFD,3F,5,"(-97.808271,30.203195)"
22002124,2022,Jan,01/04/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2801,AFD,2F,7,"(-97.685534,30.414012)"
22002189,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.693236,30.350606)"
22002190,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.693299,30.350506)"
22002237,2022,Jan,01/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.746493,30.176203)"
22002242,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0503,AFD,3F,1,"(-97.682628,30.285862)"
22002327,2022,Jan,01/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1707,AFD,3F,3,"(-97.760208,30.229650)"
22002355,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2404,AFD,1F,2,"(-97.738214,30.158095)"
22002394,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1404,AFD,3F,9,"(-97.713805,30.300997)"
22002422,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1706,AFD,1F,3,"(-97.769329,30.239432)"
22002441,2022,Jan,01/05/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-4103,AFD,2F,1,"(-97.624741,30.330370)"
22002486,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2803,AFD,1F,7,"(-97.697425,30.407034)"
22002498,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4003,AFD,3F,1,"(-97.651842,30.381602)"
22002546,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.748025,30.264373)"
22002591,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,-,"(-97.692308,30.326066)"
22002602,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,8,"(-97.772573,30.271525)"
22002623,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.735288,30.214924)"
22002625,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,1,"(-97.702626,30.318698)"
22002626,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0401,AFD,3F,9,"(-97.759246,30.272055)"
22002640,2022,Jan,01/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4005,AFD,3F,7,"(-97.665030,30.443362)"
22002646,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.788037,30.230386)"
22002653,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.739639,30.258003)"
22002670,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.720279,30.256648)"
22002674,2022,Jan,01/05/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2201,AFD,3F,3,"(-97.721471,30.229080)"
22002680,2022,Jan,01/05/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.729090,30.232698)"
22002683,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,1,"(-97.677901,30.367272)"
22002690,2022,Jan,01/05/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-4001,AFD,2F,7,"(-97.658744,30.418181)"
22002707,2022,Jan,01/06/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1404,AFD,3F,9,"(-97.718315,30.296388)"
22002732,2022,Jan,01/06/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0101,AFD,3F,9,"(-97.739170,30.267025)"
22002821,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1404,AFD,3F,9,"(-97.718315,30.296388)"
22002844,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3604,AFD,3F,5,"(-97.795899,30.162694)"
22002878,2022,Jan,01/06/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3606,AFD,1F,2,"(-97.785565,30.194777)"
22002882,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,3,"(-97.713713,30.248780)"
22002975,2022,Jan,01/06/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2202,AFD,3F,3,"(-97.730194,30.239088)"
22002983,2022,Jan,01/06/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3504,AFD,2F,2,"(-97.701276,30.212219)"
22003001,2022,Jan,01/06/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2205,AFD,2F,3,"(-97.691488,30.242553)"
22003088,2022,Jan,01/06/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.735734,30.382482)"
22003102,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0201,AFD,3F,9,"(-97.745520,30.286217)"
22003106,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2206,AFD,3F,3,"(-97.707058,30.220202)"
22003126,2022,Jan,01/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,AFD,1F,5,"(-97.769764,30.254056)"
22003147,2022,Jan,01/06/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.737187,30.266475)"
22003158,2022,Jan,01/06/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2401,AFD,2F,2,"(-97.731155,30.191283)"
22003176,2022,Jan,01/07/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3809,AFD,3F,6,"(-97.772415,30.454420)"
22003183,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.755821,30.219201)"
22003211,2022,Jan,01/07/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1804,AFD,3F,4,"(-97.696457,30.326563)"
22003215,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,AFD,1F,4,"(-97.716434,30.370666)"
22003229,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,4,"(-97.691375,30.327378)"
22003238,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2001,AFD,1F,5,"(-97.806641,30.209738)"
22003249,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4403,AFD,3F,6,"(-97.767712,30.437314)"
22003254,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1804,AFD,3F,-,"(-97.692308,30.326066)"
22003281,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,3,"(-97.758109,30.241149)"
22003300,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,AFD,1F,5,"(-97.792424,30.236289)"
22003313,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,AFD,1F,1,"(-97.686171,30.276227)"
22003315,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,AFD,1F,1,"(-97.686093,30.276351)"
22003325,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0805,AFD,3F,7,"(-97.743361,30.361299)"
